recipe_id,country_code,category,recipe_url,difficulty,name_en,info_short_en,info_long_en,wine_short_en,wine_long_en,name_nl,info_short_nl,info_long_nl,wine_short_nl,wine_long_nl,name_de,info_short_de,info_long_de,wine_short_de,wine_long_de,name_fr,info_short_fr,info_long_fr,wine_short_fr,wine_long_fr
be_tomate_crevettes,BE,starter,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/45.jpg,2,Tomatoes with grey shrimp,Grey shrimp tomato starter,"Tomate-crevettes is a classic Belgian brasserie starter: ripe tomatoes hollowed out and filled with North Sea grey shrimp bound in a simple mayonnaise-based salad, traditionally finished with lemon and parsley. It is typically served chilled on a plate with crisp lettuce and a portion of fries and mayonnaise on the side in the brasserie style.",White wine (Muscadet),"Pair with a crisp dry white such as Muscadet or a light Belgian witbier to suit the shrimp and lemon. For a non-alcoholic option, serve sparkling water with lemon or a chilled citrus spritz.",Tomaten met grijze garnalen,Tomaat met grijze garnalen,"Tomate-crevettes is een klassieke Belgische brasserievoorgerecht: rijpe uitgeholde tomaten gevuld met grijze Noordzeegarnalen in een eenvoudige mayonaisesalade, traditioneel afgewerkt met citroen en peterselie. Het wordt meestal koud geserveerd op een bord met knapperige sla en een portie frieten met mayonaise erbij in echte brasseriestijl.",Witte wijn (Muscadet),"Combineer met een frisse droge witte wijn zoals Muscadet of een lichte Belgische witbier, passend bij de garnalen en citroen. Alcoholvrij: bruiswater met citroen of een gekoelde citrusspritz.",Tomaten mit Nordseekrabben,Tomate mit Nordseegarnelen,"Tomate-crevettes ist eine klassische belgische Brasserie-Vorspeise: reife ausgehöhlte Tomaten, gefüllt mit Nordseekrabben in einer einfachen Mayonnaisesalat-Mischung, traditionell mit Zitrone und Petersilie vollendet. Serviert wird sie meist gekühlt mit knackigem Salat und einer Portion Fritten mit Mayonnaise im Brasserie-Stil.",Weißwein (Muscadet),Passt gut zu einem frischen trockenen Weißwein wie Muscadet oder einem leichten belgischen Witbier zu Garnelen und Zitrone. Alkoholfrei: Sprudelwasser mit Zitrone oder ein gekühlter Citrus-Spritz.,Tomates aux crevettes grises,Tomates aux crevettes,Vin blanc (Muscadet),Tomates aux crevettes grises,"À servir avec un blanc sec et vif comme un Muscadet ou une witbier belge légère, en accord avec les crevettes et le citron. Sans alcool : eau pétillante au citron ou spritz aux agrumes bien frais."
be_vol_au_vent,BE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/46.jpg,4,Vol-au-vent,Brasserie chicken pastry,"Belgian vol-au-vent is a classic brasserie dish of crisp puff pastry cases filled with tender poached chicken, mushrooms, and small meatballs in a rich velouté-style sauce finished with cream and egg yolk. It is traditionally served hot with Belgian frites and mayonnaise, making it a comforting, hearty plate found across Belgium.",White wine (Chardonnay),"Pair with a crisp dry white such as Chardonnay or Sauvignon Blanc to balance the creamy sauce, or a Belgian blond ale for a brasserie-style match. For a non-alcoholic option, serve sparkling water with lemon or an alcohol-free blond beer.",Vol-au-vent,Kippenpastei brasserie,"Belgische vol-au-vent is een klassiek brasseriegerecht van krokante bladerdeegbakjes gevuld met malse gepocheerde kip, champignons en kleine gehaktballetjes in een rijke veloutésaus, afgewerkt met room en eidooier. Traditioneel wordt het heet geserveerd met Belgische frieten en mayonaise, een stevig en troostrijk gerecht dat je overal in België vindt.",Witte wijn (Chardonnay),"Combineer met een frisse droge witte wijn zoals Chardonnay of Sauvignon Blanc om de romige saus in balans te brengen, of kies voor een Belgische blonde ale voor een brasserie-achtige match. Alcoholvrij: bruiswater met citroen of een alcoholvrij blond bier.",Königinpastete,Hähnchenpastete Brasserie,"Belgische Vol-au-vent ist ein klassisches Brasserie-Gericht aus knusprigen Blätterteigpasteten, gefüllt mit zart pochiertem Huhn, Pilzen und kleinen Fleischbällchen in einer reichhaltigen Velouté-Sauce mit Sahne und Eigelb. Traditionell wird es heiß mit belgischen Fritten und Mayonnaise serviert und ist ein sättigendes Wohlfühlgericht in ganz Belgien.",Weißwein (Chardonnay),"Dazu passt ein frischer trockener Weißwein wie Chardonnay oder Sauvignon Blanc, der die cremige Sauce ausbalanciert, oder ein belgisches Blond Ale für einen Brasserie-Stil. Alkoholfrei: Sprudelwasser mit Zitrone oder ein alkoholfreies blondes Bier.",Vol-au-vent,Feuilleté au poulet,Vin blanc (Chardonnay),Feuilleté au poulet façon brasserie,"À accompagner d’un blanc sec et vif comme un Chardonnay ou un Sauvignon Blanc pour équilibrer la sauce crémeuse, ou d’une blonde belge pour un accord de brasserie. Sans alcool : eau pétillante au citron ou bière blonde sans alcool."
be_waterzooi,BE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/47.jpg,3,Chicken waterzooi,Ghent creamy chicken stew,"Waterzooi is a traditional Belgian dish from Ghent: chicken gently simmered with aromatic vegetables to make a light broth, then finished with a rich liaison of egg yolk and cream for a silky, pale sauce. It is served hot with tender vegetables and chicken in the creamy broth, traditionally accompanied by boiled potatoes that are eaten alongside or added to the bowl.",White wine (Chardonnay),"Pair with a dry, medium-bodied white such as Chardonnay or Pinot Blanc to match the creamy liaison and delicate chicken broth. A Belgian blond ale also pairs well. For a non-alcoholic option, serve sparkling water with lemon or a light, alcohol-free wheat beer.",Kipwaterzooi,Gentse romige kippenstoof,"Waterzooi is een traditioneel Belgisch gerecht uit Gent: kip wordt zacht gestoofd met aromatische groenten tot een lichte bouillon, daarna afgewerkt met een rijke liaison van eidooier en room voor een bleke, fluweelzachte saus. Het wordt heet geserveerd met malse groenten en kip in de romige bouillon, traditioneel met gekookte aardappelen ernaast of in de kom.",Witte wijn (Chardonnay),"Combineer met een droge, middelzware witte wijn zoals Chardonnay of Pinot Blanc, passend bij de romige liaison en fijne kippenbouillon. Een Belgische blonde ale past ook goed. Alcoholvrij: bruiswater met citroen of een licht alcoholvrij witbier.",Hähnchen-Waterzooi,Cremiges Hühnerfrikassee,"Waterzooi ist ein traditionelles belgisches Gericht aus Gent: Huhn wird schonend mit aromatischem Gemüse gekocht, sodass eine leichte Brühe entsteht, die anschließend mit Eigelb und Sahne zu einer hellen, seidigen Sauce gebunden wird. Serviert wird es heiß mit zartem Gemüse und Huhn in der cremigen Brühe, traditionell mit Salzkartoffeln dazu oder direkt in der Schüssel.",Weißwein (Chardonnay),"Passt gut zu einem trockenen, mittelkräftigen Weißwein wie Chardonnay oder Pinot Blanc, der die cremige Liaison und die feine Hühnerbrühe ergänzt. Ein belgisches Blond Ale passt ebenfalls gut. Alkoholfrei: Sprudelwasser mit Zitrone oder ein leichtes alkoholfreies Weizenbier.",Waterzooi de poulet,Poulet à la gantoise,Vin blanc (Chardonnay),Blanquette de poulet à la gantoise,"À servir avec un blanc sec de corps moyen comme un Chardonnay ou un Pinot Blanc, en accord avec la liaison crémeuse et le bouillon de volaille délicat. Une blonde belge convient aussi très bien. Sans alcool : eau pétillante au citron ou bière de blé légère sans alcool."
de_dampfnudeln,DE,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/48.jpg,4,Vanilla Dampfnudeln,Southern steamed dumplings,"Dampfnudeln are traditional German steamed yeast dumplings cooked in a covered pan with milk and butter so they stay fluffy on top while forming a lightly caramelized crust underneath. They are classically served warm with homemade vanilla sauce, making them a comforting dessert found especially in southern Germany and the Palatinate.",White wine (Riesling),"Pair with a lightly sweet white such as Riesling Kabinett that complements vanilla and gentle caramel notes without tasting heavy. A wheat beer can also work if you prefer beer. For a non-alcoholic option, serve black tea, coffee, or warm milk.",Dampfnudeln met vanille,Zuidelijke dumplings,"Dampfnudeln zijn traditionele Duitse gestoomde gistknoedels, gegaard in een afgedekte pan met melk en boter zodat ze bovenop luchtig blijven en onderaan een licht gekaramelliseerd korstje krijgen. Ze worden klassiek warm geserveerd met huisgemaakte vanillesaus en zijn vooral in Zuid-Duitsland en de Palts een geliefd comfortdessert.",Witte wijn (Riesling),"Combineer met een lichtzoete witte wijn zoals Riesling Kabinett, die de vanille en zachte karameltonen aanvult zonder zwaar te worden. Een witbier past ook als je liever bier drinkt. Alcoholvrij: zwarte thee, koffie of warme melk.",Dampfnudeln mit Vanille,Gedämpfte Teigtaschen,"Dampfnudeln sind traditionelle deutsche gedämpfte Hefeklöße, die in einer geschlossenen Pfanne mit Milch und Butter gegart werden, sodass sie oben luftig bleiben und unten eine leicht karamellisierte Kruste bilden. Klassisch werden sie warm mit selbstgemachter Vanillesauce serviert und sind besonders in Süddeutschland und der Pfalz ein beliebtes Wohlfühldessert.",Weißwein (Riesling),"Passt gut zu einem leicht süßen Weißwein wie Riesling Kabinett, der Vanille und zarte Karamellnoten ergänzt, ohne schwer zu wirken. Ein Weizenbier funktioniert ebenfalls, wenn Sie Bier bevorzugen. Alkoholfrei: schwarzer Tee, Kaffee oder warme Milch.",Dampfnudeln à la vanille,Raviolis vapeur du Sud,Vin blanc (Riesling),Raviolis vapeur du Sud,"À accompagner d’un blanc légèrement doux comme un Riesling Kabinett, qui complète la vanille et les notes délicates de caramel sans alourdir. Une bière de blé convient aussi si vous préférez la bière. Sans alcool : thé noir, café ou lait chaud."
de_kaesekuchen,DE,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/49.jpg,3,German cheesecake,Café quark cheesecake,"Käsekuchen is a classic German baked cheesecake made with quark for a light, tangy filling set with eggs and a little starch. It is traditionally baked on a simple shortcrust base and served cooled so the filling slices cleanly while staying creamy. It is a staple of German home baking and cafés, often enjoyed with coffee.",White wine (Riesling),"Pair with a lightly sweet Riesling that complements the tangy quark and vanilla without tasting heavy. A wheat beer can also work if you prefer beer. For a non-alcoholic option, serve coffee, black tea, or sparkling water.",Duitse kwarktaart,Kwarktaart zoals op café,"Käsekuchen is een klassieke Duitse gebakken cheesecake met kwark voor een lichte, frisse vulling die bindt met eieren en een beetje zetmeel. Traditioneel wordt hij gebakken op een eenvoudige zanddeegbodem en afgekoeld geserveerd zodat de vulling mooi snijdt maar romig blijft. Het is een vaste waarde in de Duitse thuisbaktraditie en in cafés, vaak gegeten bij de koffie.",Witte wijn (Riesling),"Combineer met een lichtzoete Riesling die de frisse kwark en vanille aanvult zonder zwaar te worden. Een witbier past ook als je liever bier drinkt. Alcoholvrij: koffie, zwarte thee of bruiswater.",Deutscher Käsekuchen,Quarkkuchen wie im Café,"Käsekuchen ist ein klassischer deutscher Käsekuchen aus Quark mit einer leichten, leicht säuerlichen Füllung, die mit Eiern und etwas Stärke gebunden wird. Traditionell wird er auf einem einfachen Mürbeteigboden gebacken und ausgekühlt serviert, damit die Füllung sauber geschnitten werden kann und dennoch cremig bleibt. Er gehört zu den Klassikern der deutschen Hausbäckerei und Cafés und wird oft zum Kaffee genossen.",Weißwein (Riesling),"Passt gut zu einem leicht süßen Riesling, der den säuerlichen Quark und die Vanille ergänzt, ohne schwer zu wirken. Ein Weizenbier funktioniert ebenfalls, wenn Sie Bier bevorzugen. Alkoholfrei: Kaffee, schwarzer Tee oder Sprudelwasser.",Gâteau au fromage allemand,Gâteau au fromage blanc,Vin blanc (Riesling),Gâteau au fromage blanc façon café,"À servir avec un Riesling légèrement doux, qui accompagne bien le quark acidulé et la vanille sans alourdir. Une bière de blé convient aussi si vous préférez la bière. Sans alcool : café, thé noir ou eau pétillante."
de_kaesespaetzle,DE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/50.jpg,3,Käsespätzle,Allgäu cheese noodles,"Käsespätzle is a traditional German comfort dish from the south, especially Swabia and the Allgäu: tender fresh spätzle layered with robust melted cheese and butter, then topped with deeply golden fried onions. It is served hot as a hearty main, where the cheese coats the spätzle and the onions add sweetness and crunch.",White wine (Pinot Blanc),"Pair with a dry white such as Pinot Blanc or Silvaner to cut through the richness and complement the cheese. A German lager also fits the dish well. For a non-alcoholic option, serve sparkling water with lemon or an alcohol-free lager.",Käsespätzle,Käsespätzle uit de Allgäu,"Käsespätzle is een traditioneel Duits comfortgerecht uit het zuiden, vooral uit Zwaben en de Allgäu: malse verse spätzle in laagjes met stevige gesmolten kaas en boter, afgewerkt met diep goudbruin gebakken uitjes. Het wordt heet geserveerd als stevig hoofdgerecht, waarbij de kaas de spätzle omhult en de uien zoetheid en crunch geven.",Witte wijn (Pinot Blanc),Combineer met een droge witte wijn zoals Pinot Blanc of Silvaner om door het rijke gerecht heen te snijden en de kaas te ondersteunen. Een Duitse lager past ook goed. Alcoholvrij: bruiswater met citroen of een alcoholvrije lager.,Käsespätzle,Allgäuer Käsespätzle,"Käsespätzle ist ein traditionelles deutsches Wohlfühlgericht aus dem Süden, besonders aus Schwaben und dem Allgäu: zarte frische Spätzle werden mit kräftigem geschmolzenem Käse und Butter geschichtet und mit tief goldbraun gerösteten Zwiebeln bestreut. Serviert wird es heiß als deftiges Hauptgericht, bei dem der Käse die Spätzle umhüllt und die Zwiebeln Süße und Knusprigkeit bringen.",Weißwein (Pinot Blanc),"Dazu passt ein trockener Weißwein wie Pinot Blanc oder Silvaner, der die Fülle ausgleicht und den Käse ergänzt. Ein deutsches Lager passt ebenfalls gut zum Gericht. Alkoholfrei: Sprudelwasser mit Zitrone oder ein alkoholfreies Lager.",Spätzle au fromage,Spätzle au fromage Allgäu,Vin blanc (Pinot Blanc),Spätzle au fromage de l’Allgäu,À accompagner d’un blanc sec comme un Pinot Blanc ou un Silvaner pour alléger la richesse du plat et compléter le fromage. Une lager allemande convient aussi très bien. Sans alcool : eau pétillante au citron ou lager sans alcool.
de_koenigsberger_klopse,DE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/51.jpg,3,Königsberger Klopse,Capers in cream sauce,"Königsberger Klopse are traditional German meatballs from the former East Prussian city of Königsberg: finely mixed minced meat with soaked bread and anchovy, gently poached, then served in a creamy white sauce brightened with capers and lemon. The dish is classically served with boiled potatoes, which soak up the tangy caper sauce.",White wine (Riesling),"Pair with a crisp, high-acid dry white such as Riesling trocken to complement the capers and lemon while cutting through the creamy sauce. A light German lager also pairs well. For a non-alcoholic option, serve sparkling water with lemon or an alcohol-free pils.",Königsberger Klopse,Kappertjes in roomsaus,"Königsberger Klopse zijn traditionele Duitse gehaktballen uit het voormalige Oost-Pruisische Königsberg: fijn gemengd gehakt met geweekt brood en ansjovis, zacht gepocheerd en geserveerd in een romige witte saus met kappertjes en citroen. Klassiek worden ze geserveerd met gekookte aardappelen, die de frisse kappertjessaus goed opnemen.",Witte wijn (Riesling),"Combineer met een frisse, strakdroge witte wijn met hoge zuren zoals Riesling trocken, passend bij kappertjes en citroen en tegelijk fris genoeg voor de romige saus. Een lichte Duitse lager past ook goed. Alcoholvrij: bruiswater met citroen of een alcoholvrije pils.",Königsberger Klopse,Kapern in Sahnesauce,"Königsberger Klopse sind traditionelle deutsche Fleischklöße aus dem ehemaligen ostpreußischen Königsberg: fein gemischtes Hackfleisch mit eingeweichtem Brot und Sardelle, sanft pochiert und in einer cremigen weißen Sauce mit Kapern und Zitrone serviert. Klassisch werden sie mit Salzkartoffeln gereicht, die die würzige Kapernsauce gut aufnehmen.",Weißwein (Riesling),"Passt gut zu einem frischen, säurebetonten trockenen Weißwein wie Riesling trocken, der Kapern und Zitrone ergänzt und zugleich die cremige Sauce ausbalanciert. Ein leichtes deutsches Lager passt ebenfalls gut. Alkoholfrei: Sprudelwasser mit Zitrone oder ein alkoholfreies Pils.",Boulettes de Königsberg,Câpres à la crème,Vin blanc (Riesling),Câpres à la crème,"À servir avec un blanc sec, vif et tendu comme un Riesling trocken, qui accompagne les câpres et le citron tout en équilibrant la sauce crémeuse. Une lager allemande légère convient aussi très bien. Sans alcool : eau pétillante au citron ou pils sans alcool."
de_maultaschen,DE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/52.jpg,5,Swabian ravioli,Swabian filled pasta,"Maultaschen are traditional large pasta pockets from Swabia, filled with a savory mixture of minced meat, spinach, onions, herbs, and soaked bread, then simmered gently in broth. The classic serving is in clear beef broth as a soup course or light main, where the dumpling-like pockets stay tender and the filling remains juicy.",White wine (Silvaner),"Pair with a dry white such as Silvaner or Pinot Blanc that complements herbs and broth without overpowering the dish. A mild German lager also works well. For a non-alcoholic option, serve sparkling water or a warm herbal tea.",Zwabische ravioli,Zwabische gevulde pasta,"Maultaschen zijn traditionele grote pastakussens uit Zwaben, gevuld met een hartige mengeling van gehakt, spinazie, ui, kruiden en geweekt brood, daarna zacht gegaard in bouillon. Klassiek worden ze geserveerd in heldere runderbouillon als soepgerecht of lichte hoofdmaaltijd, waarbij de deegkussens mals blijven en de vulling sappig.",Witte wijn (Silvaner),Combineer met een droge witte wijn zoals Silvaner of Pinot Blanc die mooi past bij de kruiden en bouillon zonder het gerecht te overheersen. Een milde Duitse lager past ook goed. Alcoholvrij: bruiswater of warme kruidenthee.,Schwäbische Maultaschen,Schwäbische Maultaschen,"Maultaschen sind traditionelle große Teigtaschen aus Schwaben, gefüllt mit einer herzhaften Mischung aus Hackfleisch, Spinat, Zwiebeln, Kräutern und eingeweichtem Brot und anschließend sanft in Brühe gegart. Klassisch werden sie in klarer Rinderbrühe als Suppengang oder leichtes Hauptgericht serviert, wobei die taschen zart bleiben und die Füllung saftig ist.",Weißwein (Silvaner),"Dazu passt ein trockener Weißwein wie Silvaner oder Pinot Blanc, der Kräuter und Brühe ergänzt, ohne das Gericht zu dominieren. Ein mildes deutsches Lager funktioniert ebenfalls gut. Alkoholfrei: Sprudelwasser oder warmer Kräutertee.",Ravioles souabes,Pâtes farcies souabes,Vin blanc (Silvaner),Pâtes farcies souabes,"À accompagner d’un blanc sec comme un Silvaner ou un Pinot Blanc, qui complète les herbes et le bouillon sans dominer le plat. Une lager allemande douce convient aussi très bien. Sans alcool : eau pétillante ou tisane chaude."
de_maultaschensuppe,DE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/53.jpg,3,Maultaschen soup,Broth with Maultaschen,"Maultaschensuppe is a traditional Swabian soup of sliced Maultaschen served in clear, hot beef broth, often with vegetables and fresh chives. The focus is on a clean, flavorful broth and tender pasta pockets warmed through without boiling, making it a classic starter in southern Germany that can also be enjoyed as a light main.",White wine (Silvaner),"Pair with a dry white such as Silvaner or Pinot Blanc that complements the broth and herbs without overpowering them. A mild German lager also fits well. For a non-alcoholic option, serve sparkling water or a warm herbal tea.",Maultaschensoep,Bouillon met Maultaschen,"Maultaschensuppe is een traditionele Zwabische soep van in plakjes gesneden Maultaschen in heldere hete runderbouillon, vaak met groenten en verse bieslook. De nadruk ligt op een zuivere, smaakvolle bouillon en malse deegkussens die goed doorwarmen zonder te koken, een klassieke starter in Zuid-Duitsland die ook als lichte hoofdmaaltijd kan dienen.",Witte wijn (Silvaner),Combineer met een droge witte wijn zoals Silvaner of Pinot Blanc die goed past bij de bouillon en kruiden zonder te overheersen. Een milde Duitse lager past ook goed. Alcoholvrij: bruiswater of warme kruidenthee.,Maultaschensuppe,Brühe mit Maultaschen,"Maultaschensuppe ist eine traditionelle schwäbische Suppe aus geschnittenen Maultaschen in klarer heißer Rinderbrühe, oft mit Gemüse und frischem Schnittlauch. Im Mittelpunkt stehen eine klare, aromatische Brühe und zarte Teigtaschen, die nur durchgewärmt und nicht gekocht werden, was sie zu einer klassischen Vorspeise in Süddeutschland macht, die auch als leichtes Hauptgericht gegessen wird.",Weißwein (Silvaner),"Passt gut zu einem trockenen Weißwein wie Silvaner oder Pinot Blanc, der Brühe und Kräuter ergänzt, ohne sie zu überdecken. Ein mildes deutsches Lager passt ebenfalls gut. Alkoholfrei: Sprudelwasser oder warmer Kräutertee.",Soupe aux Maultaschen,Bouillon aux Maultaschen,Vin blanc (Silvaner),Bouillon aux Maultaschen,"À servir avec un blanc sec comme un Silvaner ou un Pinot Blanc, qui accompagne le bouillon et les herbes sans les dominer. Une lager allemande douce convient aussi. Sans alcool : eau pétillante ou tisane chaude."
de_rinderrouladen,DE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/54.jpg,4,Beef roulades,Sunday beef roulades,"Rinderrouladen are classic German beef roulades: thin beef slices spread with mustard, filled with bacon, onion, and pickles, rolled and braised slowly until tender in a rich brown gravy. They are traditionally served with potato dumplings and red cabbage, making a quintessential Sunday roast-style meal across Germany.",Red wine (Spätburgunder),"Pair with a medium-bodied red such as Spätburgunder that complements the browned beef and tangy pickle-mustard filling. A dark German lager can also work with the gravy. For a non-alcoholic option, serve sparkling water or a dark alcohol-free malt drink.",Rundvleesroulades,Zondagse runderroulades,"Rinderrouladen zijn klassieke Duitse rundvleesrolletjes: dunne plakken rundvlees besmeerd met mosterd, gevuld met spek, ui en augurk, opgerold en langzaam gestoofd in een rijke bruine jus tot ze mals zijn. Traditioneel worden ze geserveerd met aardappelknoedels en rodekool, een echt zondags gerecht in heel Duitsland.",Rode wijn (Spätburgunder),"Combineer met een middelzware rode wijn zoals Spätburgunder, passend bij het gebruinde rundvlees en de frisse augurk-mosterdvulling. Een donkere Duitse lager past ook bij de jus. Alcoholvrij: bruiswater of een donkere alcoholvrije moutdrank.",Rinderrouladen,Sonntagsrouladen vom Rind,"Rinderrouladen sind klassische deutsche Rinderrouladen: dünne Rindfleischscheiben, mit Senf bestrichen, mit Speck, Zwiebeln und Gurken gefüllt, aufgerollt und langsam in kräftiger brauner Sauce geschmort, bis sie zart sind. Traditionell werden sie mit Kartoffelklößen und Rotkohl serviert und gelten in ganz Deutschland als typisches Sonntagsessen.",Rotwein (Spätburgunder),"Dazu passt ein mittelkräftiger Rotwein wie Spätburgunder, der das gebräunte Rindfleisch und die würzige Gurken-Senf-Füllung ergänzt. Ein dunkles deutsches Lager funktioniert ebenfalls gut zur Sauce. Alkoholfrei: Sprudelwasser oder ein dunkles alkoholfreies Malzgetränk.",Roulades de bœuf,Roulades de bœuf,Vin rouge (Spätburgunder),Roulades de bœuf du dimanche,"À accompagner d’un rouge de corps moyen comme un Spätburgunder, en accord avec le bœuf doré et la farce acidulée aux cornichons et à la moutarde. Une lager allemande brune peut aussi convenir avec la sauce. Sans alcool : eau pétillante ou boisson maltée brune sans alcool."
de_rote_gruetze,DE,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/55.jpg,2,Red berry compote,North German berry bowl,"Rote Grütze is a traditional northern German dessert of mixed red berries gently cooked and thickened with starch to a glossy, spoonable pudding. It is chilled until set and classically served with a smooth vanilla sauce, which balances the tart fruit with creamy sweetness. It is a staple summer dessert when berries are at their best.",White wine (Riesling),"Pair with a lightly sweet Riesling or a berry-friendly rosé to complement the fruit without masking its acidity. A wheat beer can also work if you prefer beer. For a non-alcoholic option, serve sparkling water or a chilled berry tea.",Rodevruchtencompote,Noord-Duitse bessenschotel,"Rote Grütze is een traditioneel Noord-Duits dessert van gemengde rode bessen, zacht gekookt en gebonden met zetmeel tot een glanzende, lepelbare pudding. Het wordt gekoeld tot het opstijft en klassiek geserveerd met een gladde vanillesaus, die het zure fruit in balans brengt met romige zoetheid. Het is een typisch zomerdessert wanneer bessen op hun best zijn.",Witte wijn (Riesling),"Combineer met een lichtzoete Riesling of een rosé die goed bij rood fruit past, zodat het fruit wordt aangevuld zonder de frisse zuren te maskeren. Een witbier past ook als je liever bier drinkt. Alcoholvrij: bruiswater of gekoelde bessenthee.",Rote Grütze,Norddeutsche Rote Grütze,"Rote Grütze ist ein traditionelles norddeutsches Dessert aus gemischten roten Beeren, die sanft gekocht und mit Stärke zu einem glänzenden, löffelbaren Pudding gebunden werden. Es wird gekühlt, bis es fest ist, und klassisch mit einer glatten Vanillesauce serviert, die die säuerlichen Früchte mit cremiger Süße ausgleicht. Es ist ein typisches Sommerdessert, wenn Beeren Saison haben.",Weißwein (Riesling),"Passt gut zu einem leicht süßen Riesling oder einem beerenfreundlichen Rosé, der die Frucht ergänzt, ohne ihre Säure zu verdecken. Ein Weizenbier funktioniert ebenfalls, wenn Sie Bier bevorzugen. Alkoholfrei: Sprudelwasser oder gekühlter Beerentee.",Compote de fruits rouges,Compote fruits rouges nord,Vin blanc (Riesling),Compotée de fruits rouges du nord de l’Allemagne,"À servir avec un Riesling légèrement doux ou un rosé adapté aux fruits rouges, pour accompagner le fruit sans masquer son acidité. Une bière de blé convient aussi si vous préférez la bière. Sans alcool : eau pétillante ou thé aux fruits rouges bien frais."
de_sauerbraten,DE,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/56.jpg,4,Rhenish sauerbraten,Rhenish marinated roast,"Rhenish Sauerbraten is Germany’s classic sweet-sour pot roast: beef is marinated for days in a spiced vinegar and red wine bath, then browned and slowly braised until fork-tender in a dark, aromatic gravy traditionally thickened with gingerbread. It is served as a hearty Sunday-style main with potato dumplings and red cabbage, which soak up the rich sauce.",Red wine (Spätburgunder),"Pair with a medium-bodied red such as Spätburgunder to match the sweet-sour gravy and braised beef, or a malty dark lager alongside. For a non-alcoholic option, serve sparkling water or a dark alcohol-free malt drink to complement the roast flavors.",Rijnlandse sauerbraten,Rijnlandse zuurgebraad,"Rheinischer Sauerbraten is Duitslands klassieke zoetzure stoofgebraad: rundvlees wordt dagenlang gemarineerd in gekruide azijn en rode wijn, daarna aangebraden en langzaam gestoofd in een donkere aromatische saus die traditioneel wordt gebonden met peperkoek. Het wordt geserveerd als stevig zondags hoofdgerecht met aardappelknoedels en rodekool, die de rijke saus opnemen.",Rode wijn (Spätburgunder),"Combineer met een middelzware rode wijn zoals Spätburgunder, passend bij de zoetzure jus en het gestoofde rundvlees, of kies voor een moutige donkere lager. Alcoholvrij: bruiswater of een donkere alcoholvrije moutdrank die de geroosterde smaken aanvult.",Rheinischer Sauerbraten,Rheinischer Sauerbraten,"Rheinischer Sauerbraten ist Deutschlands klassischer süß-saurer Schmorbraten: Rindfleisch wird tagelang in einer gewürzten Marinade aus Essig und Rotwein eingelegt, dann angebraten und langsam in einer dunklen, aromatischen Sauce geschmort, die traditionell mit Lebkuchen gebunden wird. Serviert wird er als deftiges Sonntagsgericht mit Kartoffelklößen und Rotkohl, die die reichhaltige Sauce aufnehmen.",Rotwein (Spätburgunder),Dazu passt ein mittelkräftiger Rotwein wie Spätburgunder zur süß-sauren Sauce und dem geschmorten Rindfleisch oder ein malziges dunkles Lager. Alkoholfrei: Sprudelwasser oder ein dunkles alkoholfreies Malzgetränk passend zu den Röstaromen.,Sauerbraten rhénan,Sauerbraten rhénan,Vin rouge (Spätburgunder),Sauerbraten rhénan,"À accompagner d’un rouge de corps moyen comme un Spätburgunder, en accord avec la sauce aigre-douce et le bœuf braisé, ou d’une lager brune maltée. Sans alcool : eau pétillante ou boisson maltée brune sans alcool pour compléter les saveurs rôties."
